county1,countyname1,mi_to_county,county2,countyname2
13123,Gilmer County,14.2056647,13111,Fannin County
13123,Gilmer County,16.29355903,13227,Pickens County
13123,Gilmer County,17.72560648,13213,Murray County
13123,Gilmer County,23.40861832,13085,Dawson County
13125,Glascock County,14.04698646,13301,Warren County
13125,Glascock County,16.28992272,13163,Jefferson County
13125,Glascock County,19.23321163,13189,McDuffie County
13125,Glascock County,20.84379831,13303,Washington County
13125,Glascock County,22.92263659,13141,Hancock County
13127,Glynn County,20.10396072,13191,McIntosh County
13127,Glynn County,22.09119241,13039,Camden County
13129,Gordon County,18.6798996,13015,Bartow County
13129,Gordon County,20.88448277,13313,Whitfield County
13129,Gordon County,21.30816694,13213,Murray County
13129,Gordon County,22.15287996,13227,Pickens County
13131,Grady County,19.28912446,13275,Thomas County
13131,Grady County,19.74606525,13087,Decatur County
13131,Grady County,24.59144231,13205,Mitchell County
13133,Greene County,16.84814243,13265,Taliaferro County
13133,Greene County,18.7557959,13211,Morgan County
13133,Greene County,20.73593735,13221,Oglethorpe County
13133,Greene County,21.24984955,13237,Putnam County
13133,Greene County,23.32564273,13141,Hancock County
13133,Greene County,23.62165774,13219,Oconee County
13135,Gwinnett County,17.48431793,13089,DeKalb County
13135,Gwinnett County,17.94326315,13013,Barrow County
13135,Gwinnett County,19.32795993,13117,Forsyth County
13135,Gwinnett County,20.56656936,13297,Walton County
13135,Gwinnett County,21.21394717,13247,Rockdale County
13137,Habersham County,12.36724809,13311,White County
13137,Habersham County,14.58493226,13257,Stephens County
13137,Habersham County,18.46942731,13241,Rabun County
13137,Habersham County,19.63097467,13011,Banks County
13137,Habersham County,21.8650907,13281,Towns County
13137,Habersham County,24.75181308,13119,Franklin County
13139,Hall County,18.41401538,13011,Banks County
13139,Hall County,18.75498455,13117,Forsyth County
13139,Hall County,19.23873525,13157,Jackson County
13139,Hall County,20.13186164,13187,Lumpkin County
13139,Hall County,22.00439412,13085,Dawson County
13139,Hall County,22.92969466,13311,White County
13139,Hall County,23.30031205,13013,Barrow County
13141,Hancock County,20.67008369,13009,Baldwin County
13141,Hancock County,20.79872052,13301,Warren County
13141,Hancock County,21.30568464,13265,Taliaferro County
13141,Hancock County,21.74177074,13237,Putnam County
13141,Hancock County,22.92263659,13125,Glascock County
13141,Hancock County,23.32564273,13133,Greene County
13141,Hancock County,23.6488698,13303,Washington County
13143,Haralson County,14.00400981,13233,Polk County
13143,Haralson County,16.75681824,13045,Carroll County
13143,Haralson County,19.02127303,1029,Cleburne County
13143,Haralson County,22.04289534,13223,Paulding County
13145,Harris County,15.44876739,13215,Muscogee County
13145,Harris County,21.98491954,13285,Troup County
13145,Harris County,22.30730095,13263,Talbot County
13147,Hart County,15.16773093,13119,Franklin County
13147,Hart County,17.57058337,13105,Elbert County
13147,Hart County,20.49505412,13195,Madison County
13147,Hart County,21.97127458,45007,Anderson County
13147,Hart County,23.36608187,13257,Stephens County
13149,Heard County,18.74317549,1111,Randolph County
13149,Heard County,18.85320725,13285,Troup County
13149,Heard County,20.41082533,13045,Carroll County
13149,Heard County,22.20816743,13077,Coweta County
13151,Henry County,15.19652524,13255,Spalding County
13151,Henry County,15.61451852,13247,Rockdale County
13151,Henry County,15.94650865,13035,Butts County
13151,Henry County,16.40132786,13063,Clayton County
13151,Henry County,18.35647266,13217,Newton County
13151,Henry County,19.77150929,13113,Fayette County
13151,Henry County,22.34288956,13089,DeKalb County
13153,Houston County,12.56936971,13225,Peach County
13153,Houston County,18.48817179,13235,Pulaski County
13153,Houston County,19.37288051,13023,Bleckley County
13153,Houston County,19.89748675,13289,Twiggs County
13153,Houston County,22.78505668,13093,Dooly County
13153,Houston County,23.58402454,13193,Macon County
13153,Houston County,24.28322256,13021,Bibb County
13155,Irwin County,12.13290921,13017,Ben Hill County
13155,Irwin County,17.84488367,13277,Tift County
13155,Irwin County,22.12123136,13287,Turner County
13155,Irwin County,22.95536799,13019,Berrien County
13157,Jackson County,12.93909082,13013,Barrow County
13157,Jackson County,15.52078451,13011,Banks County
13157,Jackson County,16.92639064,13059,Clarke County
13157,Jackson County,19.23873525,13139,Hall County
13157,Jackson County,20.67849175,13195,Madison County
13157,Jackson County,21.97773604,13219,Oconee County
13159,Jasper County,15.70254368,13035,Butts County
13159,Jasper County,18.25567148,13237,Putnam County
13159,Jasper County,18.53956732,13217,Newton County
13159,Jasper County,21.61649559,13169,Jones County
13159,Jasper County,22.32127236,13211,Morgan County
13159,Jasper County,24.64222766,13207,Monroe County
13161,Jeff Davis County,18.64996232,13271,Telfair County
13161,Jeff Davis County,20.96274831,13001,Appling County
13161,Jeff Davis County,21.41587585,13309,Wheeler County
13161,Jeff Davis County,21.87145494,13069,Coffee County
13161,Jeff Davis County,22.55108308,13005,Bacon County
13163,Jefferson County,16.28992272,13125,Glascock County
13163,Jefferson County,22.64773616,13303,Washington County
13163,Jefferson County,24.05522094,13033,Burke County
13165,Jenkins County,18.69256236,13033,Burke County
13165,Jenkins County,20.84896847,13251,Screven County
13165,Jenkins County,23.70463118,13107,Emanuel County
13167,Johnson County,20.06720798,13283,Treutlen County
13167,Johnson County,21.04100801,13303,Washington County
13167,Johnson County,22.11624848,13107,Emanuel County
13169,Jones County,16.48629842,13021,Bibb County
13169,Jones County,17.98640783,13009,Baldwin County
13169,Jones County,20.89184169,13207,Monroe County
13169,Jones County,21.61649559,13159,Jasper County
13169,Jones County,23.52634837,13237,Putnam County
13171,Lamar County,13.54634762,13207,Monroe County
13171,Lamar County,13.93431396,13231,Pike County
13171,Lamar County,15.28235295,13255,Spalding County
13171,Lamar County,15.75784155,13293,Upson County
13171,Lamar County,18.47509747,13035,Butts County
13173,Lanier County,18.66654693,13185,Lowndes County
13173,Lanier County,19.12280232,13019,Berrien County
13173,Lanier County,21.00679615,13003,Atkinson County
13173,Lanier County,22.92477254,13065,Clinch County
13173,Lanier County,23.08148962,13075,Cook County
13175,Laurens County,20.76565264,13283,Treutlen County
13175,Laurens County,20.96449377,13091,Dodge County
13175,Laurens County,22.47392319,13309,Wheeler County
13175,Laurens County,23.82519271,13023,Bleckley County
13177,Lee County,15.82662127,13261,Sumter County
13177,Lee County,17.42651238,13273,Terrell County
13177,Lee County,19.97895505,13095,Dougherty County
13177,Lee County,24.02176703,13081,Crisp County
13179,Liberty County,14.60417846,13029,Bryan County
13179,Liberty County,17.20187452,13183,Long County
13179,Liberty County,22.99178013,13191,McIntosh County
13179,Liberty County,24.40213286,13051,Chatham County
13181,Lincoln County,10.51477707,45065,McCormick County
13181,Lincoln County,17.22972209,13317,Wilkes County
13181,Lincoln County,20.17191972,13073,Columbia County
13181,Lincoln County,21.44514912,13189,McDuffie County
13183,Long County,17.13627453,13305,Wayne County
13183,Long County,17.20187452,13179,Liberty County
13185,Lowndes County,18.66654693,13173,Lanier County
13185,Lowndes County,18.98508705,13027,Brooks County
13185,Lowndes County,24.02155432,13075,Cook County
13187,Lumpkin County,13.17676076,13085,Dawson County
13187,Lumpkin County,15.4181622,13311,White County
13187,Lumpkin County,18.36012429,13291,Union County
13187,Lumpkin County,20.13186164,13139,Hall County
13187,Lumpkin County,24.80606365,13117,Forsyth County
13189,McDuffie County,13.13380302,13301,Warren County
13189,McDuffie County,13.61790497,13073,Columbia County
13189,McDuffie County,19.23321163,13125,Glascock County
13189,McDuffie County,21.44514912,13181,Lincoln County
13189,McDuffie County,23.7581119,13265,Taliaferro County
13189,McDuffie County,24.43672581,13245,Richmond County
13191,McIntosh County,20.10396072,13127,Glynn County
13191,McIntosh County,22.99178013,13179,Liberty County
13193,Macon County,17.32120567,13249,Schley County
13193,Macon County,17.44957636,13269,Taylor County
13193,Macon County,19.12007386,13225,Peach County
13193,Macon County,20.59086722,13093,Dooly County
13193,Macon County,23.58402454,13153,Houston County
13193,Macon County,24.08895788,13261,Sumter County
13193,Macon County,24.09294525,13079,Crawford County
13195,Madison County,15.35967851,13059,Clarke County
13195,Madison County,17.09669531,13119,Franklin County
13195,Madison County,19.54412325,13221,Oglethorpe County
13195,Madison County,20.49505412,13147,Hart County
13195,Madison County,20.67849175,13157,Jackson County
13195,Madison County,20.70281611,13105,Elbert County
13195,Madison County,22.84453444,13011,Banks County
13195,Madison County,24.36243357,13219,Oconee County
13197,Marion County,13.78283562,13249,Schley County
13197,Marion County,15.10876903,13053,Chattahoochee County
13197,Marion County,21.08802001,13269,Taylor County
13197,Marion County,21.66931101,13307,Webster County
13197,Marion County,22.67204433,13215,Muscogee County
13197,Marion County,23.84166895,13263,Talbot County
13199,Meriwether County,16.55731075,13231,Pike County
13199,Meriwether County,21.14943615,13285,Troup County
13199,Meriwether County,23.01590771,13077,Coweta County
13199,Meriwether County,23.78985226,13263,Talbot County
13199,Meriwether County,23.82720554,13293,Upson County
13201,Miller County,15.25406242,13099,Early County
13201,Miller County,17.78599819,13253,Seminole County
13201,Miller County,19.54919904,13007,Baker County
13201,Miller County,21.66341742,13087,Decatur County
13205,Mitchell County,16.71714795,13007,Baker County
13205,Mitchell County,21.19130124,13095,Dougherty County
13205,Mitchell County,24.59144231,13131,Grady County
13207,Monroe County,13.54634762,13171,Lamar County
13207,Monroe County,18.96707091,13035,Butts County
13207,Monroe County,19.58956625,13021,Bibb County
13207,Monroe County,20.89184169,13169,Jones County
13207,Monroe County,21.52887061,13079,Crawford County
13207,Monroe County,23.37417586,13293,Upson County
13207,Monroe County,24.64222766,13159,Jasper County
13209,Montgomery County,12.18537868,13279,Toombs County
13209,Montgomery County,12.77432784,13309,Wheeler County
13209,Montgomery County,16.55391702,13283,Treutlen County
13211,Morgan County,16.90334234,13219,Oconee County
13211,Morgan County,18.7557959,13133,Greene County
13211,Morgan County,19.07262969,13297,Walton County
13211,Morgan County,20.08016052,13237,Putnam County
13211,Morgan County,21.17032801,13217,Newton County
13211,Morgan County,22.32127236,13159,Jasper County
13213,Murray County,13.08453019,13313,Whitfield County
13213,Murray County,17.72560648,13123,Gilmer County
13213,Murray County,21.30816694,13129,Gordon County
13213,Murray County,23.72233648,13047,Catoosa County
13213,Murray County,24.190284,13111,Fannin County
13213,Murray County,24.29045299,47139,Polk County
13215,Muscogee County,12.33489954,13053,Chattahoochee County
13215,Muscogee County,15.44876739,13145,Harris County
13215,Muscogee County,22.67204433,13197,Marion County
13215,Muscogee County,23.73234273,1113,Russell County
13215,Muscogee County,24.15441078,13263,Talbot County
13217,Newton County,12.3600997,13247,Rockdale County
13217,Newton County,17.89361825,13297,Walton County
13217,Newton County,18.35647266,13151,Henry County
13217,Newton County,18.50805613,13035,Butts County
13217,Newton County,18.53956732,13159,Jasper County
13217,Newton County,21.17032801,13211,Morgan County
13219,Oconee County,9.109834536,13059,Clarke County
13219,Oconee County,16.90334234,13211,Morgan County
13219,Oconee County,17.38887598,13297,Walton County
13219,Oconee County,19.15392352,13013,Barrow County
13219,Oconee County,20.9885101,13221,Oglethorpe County
13219,Oconee County,21.97773604,13157,Jackson County
13219,Oconee County,23.62165774,13133,Greene County
13219,Oconee County,24.36243357,13195,Madison County
13221,Oglethorpe County,17.81049152,13059,Clarke County
13221,Oglethorpe County,19.54412325,13195,Madison County
13221,Oglethorpe County,19.6791101,13317,Wilkes County
13221,Oglethorpe County,20.73593735,13133,Greene County
13221,Oglethorpe County,20.9885101,13219,Oconee County
13221,Oglethorpe County,21.69760985,13105,Elbert County
13221,Oglethorpe County,24.12508994,13265,Taliaferro County
13223,Paulding County,16.3720197,13097,Douglas County
13223,Paulding County,16.83779126,13067,Cobb County
13223,Paulding County,19.04960461,13233,Polk County
13223,Paulding County,22.04289534,13143,Haralson County
13223,Paulding County,22.17217964,13015,Bartow County
13223,Paulding County,24.60403555,13121,Fulton County
13225,Peach County,12.56936971,13153,Houston County
13225,Peach County,12.82288667,13079,Crawford County
13225,Peach County,18.26241611,13021,Bibb County
13225,Peach County,19.12007386,13193,Macon County
13225,Peach County,24.45233575,13269,Taylor County
13225,Peach County,24.51898843,13289,Twiggs County
13227,Pickens County,14.69438634,13057,Cherokee County
13227,Pickens County,16.29355903,13123,Gilmer County
13227,Pickens County,18.08481342,13085,Dawson County
13227,Pickens County,22.15287996,13129,Gordon County
13227,Pickens County,24.82031951,13015,Bartow County
13229,Pierce County,17.2498388,13025,Brantley County
13229,Pierce County,17.84838201,13005,Bacon County
13229,Pierce County,22.09150595,13305,Wayne County
13229,Pierce County,24.37638888,13299,Ware County
13231,Pike County,13.20705865,13255,Spalding County
13231,Pike County,13.93431396,13171,Lamar County
13231,Pike County,15.43662994,13293,Upson County
13231,Pike County,16.55731075,13199,Meriwether County
13231,Pike County,23.09255889,13113,Fayette County
13233,Polk County,14.00400981,13143,Haralson County
13233,Polk County,18.56126351,13115,Floyd County
13233,Polk County,19.04960461,13223,Paulding County
13235,Pulaski County,16.16653443,13023,Bleckley County
13235,Pulaski County,18.48817179,13153,Houston County
13235,Pulaski County,19.24495266,13315,Wilcox County
13235,Pulaski County,19.75574904,13091,Dodge County
13235,Pulaski County,19.94379899,13093,Dooly County
